Ticker,Name,"OPM
","Mcap
","DivY
","ICB_sector
","ICB_supersector
","P/B
","P/E
"
8530 JT Equity,Chukyo Bank Ltd/The,20.15413475,50885541888,,Banks,Banks,0.455929011,16.22813797
6361 JT Equity,Ebara Corp,6.300094128,4.07E+11,1.12640801,Industrial Machinery,Industrial Goods & Services,1.454100609,16.21808243
8410 JT Equity,Seven Bank Ltd,30.43683624,4.21E+11,2.80453247,Banks,Banks,2.026914835,16.20604134
9746 JT Equity,TKC Corp,14.34888172,1.09E+11,,Financial Administration,Industrial Goods & Services,1.583557129,16.2043457
4203 JT Equity,Sumitomo Bakelite Co Ltd,8.516187668,2.43E+11,1.326530612,Specialty Chemicals,Chemicals,1.276900291,16.19834709
6481 JT Equity,THK Co Ltd,9.011357307,5.35E+11,1.382280333,Industrial Machinery,Industrial Goods & Services,1.866203785,16.19047737
8365 JT Equity,Bank of Toyama Ltd/The,23.61034775,21695934464,,Banks,Banks,0.580931902,16.18799973
1952 JT Equity,Shin Nippon Air Technologies Co Ltd,3.850713968,40957206528,,Heavy Construction,Construction & Materials,0.954253972,16.17896652
4517 JT Equity,Biofermin Pharmaceutical Co Ltd,25.41257668,34286434304,,Pharmaceuticals,Health Care,1.265616298,16.17879868
6298 JT Equity,YAC Holdings Co Ltd,3.518441916,10347531264,1.876172608,Semiconductors,Technology,0.681776345,16.17848015
7198 JT Equity,Aruhi Corp,29.16783714,53651853312,,Mortgage Finance,Financial Services,2.527453661,16.17359161
9001 JT Equity,Tobu Railway Co Ltd,12.01205158,6.85E+11,1.085271318,Travel & Tourism,Travel & Leisure,1.513816237,16.17352104
1968 JT Equity,Taihei Dengyo Kaisha Ltd,8.231062889,56042156032,2.177858439,Heavy Construction,Construction & Materials,0.83569175,16.15883064
9675 JT Equity,Joban Kosan Co Ltd,3.043370008,16604546048,,Hotels,Travel & Leisure,1.010514259,16.1580658
6294 JT Equity,Okada Aiyon Corp,8.439940453,12408854528,1.620526671,Commercial Vehicles & Trucks,Industrial Goods & Services,1.315881014,16.14344978
6789 JT Equity,Roland DG Corp,8.843239784,31261087744,2.226720648,Computer Hardware,Technology,1.373505473,16.13113976
2429 JT Equity,World Holdings Co Ltd,5.555774212,75193622528,1.864864934,Business Training Employment Agency,Industrial Goods & Services,4.157731056,16.13084793
6089 JT Equity,Will Group Inc,3.239326954,29419067392,1.052631579,Business Training Employment Agency,Industrial Goods & Services,3.489062786,16.12121201
4547 JT Equity,Kissei Pharmaceutical Co Ltd,11.84124279,1.51E+11,1.648351648,Pharmaceuticals,Health Care,0.798205316,16.10797691
2270 JT Equity,Megmilk Snow Brand Co Ltd,3.189637899,2.21E+11,1.301334351,Food Products,Food & Beverage,1.380922198,16.10326767
6798 JT Equity,SMK Corp,1.000460982,34350000128,,Electrical Components & Equipment,Industrial Goods & Services,0.897283077,16.09841919
7181 JT Equity,Japan Post Insurance Co Ltd,1.519955993,1.54E+12,2.516796887,Life Insurance,Insurance,0.696211696,16.06607246
2612 JT Equity,Kadoya Sesame Mills Inc,12.56489372,59501998080,,Food Products,Food & Beverage,2.402495861,16.06068993
3402 JT Equity,Toray Industries Inc,7.248713017,1.64E+12,1.413654914,Commodity Chemicals,Chemicals,1.42977035,16.05204391
3433 JT Equity,Tocalo Co Ltd,19.49298859,82855198720,1.811594203,Specialty Chemicals,Chemicals,2.415529251,16.04798508
4044 JT Equity,Central Glass Co Ltd,5.671522141,1.08E+11,1.988862371,Building Materials & Fixtures,Construction & Materials,0.573899984,16.03418541
8242 JT Equity,H2O Retailing Corp,2.501272917,2.44E+11,2.113217213,Broadline Retailers,Retail,0.834201097,16.01838112
9517 JT Equity,eRex Co Ltd,11.34246922,41449537536,1.289828385,Alternative Fuels,Oil & Gas,2.641206026,16.01255798
1959 JT Equity,Kyudenko Corp,8.992012024,3.79E+11,1.503759398,Industrial Machinery,Industrial Goods & Services,2.48474431,15.99134254
4286 JT Equity,Legs Co Ltd,6.353702068,10373879808,,Business Support Services,Industrial Goods & Services,1.943050265,15.98997498
6745 JT Equity,Hochiki Corp,7.408572197,60765274112,1.056168987,Electronic Equipment,Industrial Goods & Services,1.923884749,15.9800539
2733 JT Equity,Arata Corp,1.04795599,1.11E+11,1.175548589,Personal Products,Personal & Household Goods,1.514872432,15.97552109
4658 JT Equity,Nippon Air Conditioning Services Co Ltd,5.548987865,27016919040,,Heavy Construction,Construction & Materials,1.643270612,15.96397018
7846 JT Equity,Pilot Corp,19.18418694,2.72E+11,,Nondurable Household Products,Personal & Household Goods,3.904055357,15.95299911
9956 JT Equity,Valor Holdings Co Ltd,3.077785015,1.59E+11,1.478405316,Broadline Retailers,Retail,1.367405891,15.94904804
6701 JT Equity,NEC Corp,1.569885969,7.63E+11,2.052974701,Computer Hardware,Technology,0.869920969,15.94510651
3635 JT Equity,Koei Tecmo Holdings Co Ltd,23.71064377,2.26E+11,2.808627228,Software,Technology,1.934779406,15.92409897
8511 JT Equity,Japan Securities Finance Co Ltd,17.00246429,66600001536,,Specialty Finance,Financial Services,0.43863076,15.92158794
8077 JT Equity,Kobayashi Metals Ltd,2.180512905,10054673408,,Industrial Suppliers,Industrial Goods & Services,0.775108933,15.89902592
2374 JT Equity,St-Care Holding Corp,5.12726593,19480940544,1.614012749,Health Care Providers,Health Care,1.989663243,15.89497852
4801 JT Equity,Central Sports Co Ltd,8.066473961,43285282816,,Recreational Services,Travel & Leisure,2.02960825,15.88537216
8093 JT Equity,Kyokuto Boeki Kaisha Ltd,1.995774031,17116744704,,Diversified Industrials,Industrial Goods & Services,0.733196855,15.87827587
9003 JT Equity,Sotetsu Holdings Inc,12.04201126,2.85E+11,1.637366425,Travel & Tourism,Travel & Leisure,2.069697618,15.86676502
8905 JT Equity,Aeon Mall Co Ltd,17.08057022,4.84E+11,1.710262925,Real Estate Holding & Development,Real Estate,1.296238303,15.86273193
9368 JT Equity,Kimura Unity Co Ltd,3.643059015,13518399488,2.410714286,Diversified Industrials,Industrial Goods & Services,0.51554054,15.84158421
4004 JT Equity,Showa Denko KK,9.971718788,5.57E+11,1.88172043,Commodity Chemicals,Chemicals,1.521461725,15.84057236
8795 JT Equity,T&D Holdings Inc,7.093467236,1.12E+12,2.19876869,Life Insurance,Insurance,0.850428224,15.83624268
4229 JT Equity,Gun-Ei Chemical Industry Co Ltd,10.74399662,31943993344,,Specialty Chemicals,Chemicals,0.60271585,15.81573582
2734 JT Equity,Sala Corp,2.351821899,43587158016,,Gas Distribution,Utilities,0.773336768,15.81217003
7296 JT Equity,FCC Co Ltd,7.146810055,1.60E+11,1.507674393,Auto Parts,Automobiles & Parts,1.272219419,15.81192112
5715 JT Equity,Furukawa Co Ltd,4.368312836,83479650304,2.42248062,Commercial Vehicles & Trucks,Industrial Goods & Services,0.97847259,15.80882359
6351 JT Equity,Tsurumi Manufacturing Co Ltd,10.99221802,57161764864,,Industrial Machinery,Industrial Goods & Services,0.928993762,15.80790424
9364 JT Equity,Kamigumi Co Ltd,9.158774376,3.09E+11,1.52173913,Transportation Services,Industrial Goods & Services,0.870806634,15.80430222
3079 JT Equity,Dvx Inc,4.324096203,14923440128,,Medical Equipment,Health Care,2.0709548,15.79135799
6277 JT Equity,Hosokawa Micron Corp,10.18800926,61082255360,1.410437236,Industrial Machinery,Industrial Goods & Services,1.673460245,15.78607559
6961 JT Equity,Enplas Corp,12.58221912,65729593344,2.219140083,Electrical Components & Equipment,Industrial Goods & Services,0.872430325,15.78025818
5986 JT Equity,Molitec Steel Co Ltd,2.593188047,16151573504,,Iron & Steel,Basic Resources,1.190470457,15.77439976
8864 JT Equity,Airport Facilities Co Ltd,17.65788269,33376991232,,Real Estate Holding & Development,Real Estate,0.609106779,15.76971245
7733 JT Equity,Olympus Corp,10.22485065,1.34E+12,0.741497449,Medical Equipment,Health Care,2.965672255,15.76703453
4189 JT Equity,KH Neochem Co Ltd,12.14333344,1.29E+11,1.542857143,Commodity Chemicals,Chemicals,4.155946732,15.7533474
4248 JT Equity,Takemoto Yohki Co Ltd,9.944887161,16274392064,1.385681293,Containers & Packaging,Industrial Goods & Services,2.067092657,15.739254
7605 JT Equity,Fuji Corp/Miyagi,7.239029884,28519200768,,Specialty Retailers,Retail,2.158283472,15.73254681
7613 JT Equity,Siix Corp,4.162502766,1.14E+11,1.19205298,Electrical Components & Equipment,Industrial Goods & Services,1.947613597,15.72752857
1916 JT Equity,Nissei Build Kogyo Co Ltd,8.314808846,46721351680,,Heavy Construction,Construction & Materials,1.748826146,15.72334576
3139 JT Equity,Lacto Japan Co Ltd,1.898396969,21869475840,0.894854586,Food Products,Food & Beverage,1.741956592,15.71177483
2378 JT Equity,Renaissance Inc,8.284635544,40577343488,,Recreational Services,Travel & Leisure,2.252059221,15.69503021
6905 JT Equity,Cosel Co Ltd,15.52900505,52915462144,2.285513361,Electrical Components & Equipment,Industrial Goods & Services,1.301020741,15.67460346
8342 JT Equity,Aomori Bank Ltd/The,17.96427345,69331107840,,Banks,Banks,0.561882854,15.63736057
8278 JT Equity,Fuji Co Ltd/Ehime,2.424197912,92167782400,,Food Retailers & Wholesalers,Retail,1.093472004,15.63728237
6800 JT Equity,Yokowo Co Ltd,5.709445,39635619840,1.052077854,Auto Parts,Automobiles & Parts,1.658314824,15.62294579
9065 JT Equity,Sankyu Inc,5.310698986,3.31E+11,1.282051282,Transportation Services,Industrial Goods & Services,1.755499244,15.6115284
7817 JT Equity,Paramount Bed Holdings Co Ltd,15.0482254,1.66E+11,1.69449532,Medical Equipment,Health Care,1.606752038,15.60310745
8097 JT Equity,San-Ai Oil Co Ltd,1.368378043,1.19E+11,,Exploration & Production,Oil & Gas,1.330977082,15.59496021
4826 JT Equity,Computer Institute of Japan Ltd,6.300986767,14532441088,,Software,Technology,1.140141249,15.59467125
7595 JT Equity,Argo Graphics Inc,8.925661087,38951845888,1.893830703,Computer Services,Technology,1.523487806,15.59353924
6652 JT Equity,Idec Corp/Japan,8.167918205,89872228352,1.848428835,Electrical Components & Equipment,Industrial Goods & Services,2.034252405,15.58987999
5909 JT Equity,Corona Corp,2.754410982,36942147584,,Durable Household Products,Personal & Household Goods,0.497653514,15.58168316
6238 JT Equity,Furyu Corp,15.75128365,26117208064,,Toys,Personal & Household Goods,1.581758142,15.5439539
9304 JT Equity,Shibusawa Warehouse Co Ltd/The,5.864527225,26965848064,,Transportation Services,Industrial Goods & Services,0.621224463,15.52343464
5713 JT Equity,Sumitomo Metal Mining Co Ltd,9.717024803,1.30E+12,2.11652003,Nonferrous Metals,Basic Resources,1.204763889,15.50746346
6138 JT Equity,Dijet Industrial Co Ltd,3.790807962,5857298944,,Industrial Machinery,Industrial Goods & Services,0.791023076,15.49976254
9009 JT Equity,Keisei Electric Railway Co Ltd,12.22273254,5.74E+11,0.430429419,Travel & Tourism,Travel & Leisure,1.602786422,15.48981285
3771 JT Equity,System Research Co Ltd,8.133198738,9889880064,,Software,Technology,2.261672735,15.47416592
6676 JT Equity,Melco Holdings Inc,7.474718094,80389914624,1.313969571,Computer Hardware,Technology,1.451573849,15.47119713
7995 JT Equity,Nippon Valqua Industries Ltd,9.3148489,57374408704,2.687296417,Specialty Chemicals,Chemicals,1.716074347,15.46046448
9380 JT Equity,Azuma Shipping Co Ltd,1.891559005,11337816064,,Marine Transportation,Industrial Goods & Services,0.713638246,15.44523239
3861 JT Equity,Oji Holdings Corp,4.878477097,7.10E+11,1.428571429,Paper,Basic Resources,1.045947194,15.44231224
7951 JT Equity,Yamaha Corp,10.85173702,9.63E+11,1.18852459,Recreational Products,Personal & Household Goods,2.163210392,15.43229389
4187 JT Equity,Osaka Organic Chemical Industry Ltd,12.07883835,36371492864,1.971657425,Specialty Chemicals,Chemicals,1.232001781,15.41310596
9997 JT Equity,Belluna Co Ltd,7.449852943,1.20E+11,1.011326861,Broadline Retailers,Retail,1.29919672,15.41147137
2742 JT Equity,Halows Co Ltd,4.15584898,52621324288,,Food Retailers & Wholesalers,Retail,1.808150053,15.38765335
9414 JT Equity,Nippon BS Broadcasting Corp,19.25649834,24852754432,1.361031519,Broadcasting & Entertainment,Media,1.58351016,15.3847847
8346 JT Equity,Toho Bank Ltd/The,18.40981865,1.07E+11,,Banks,Banks,0.527053118,15.3846159
5105 JT Equity,Toyo Tire & Rubber Co Ltd,11.18718815,2.38E+11,2.401280683,Tires,Automobiles & Parts,1.496007562,15.37704182
9303 JT Equity,Sumitomo Warehouse Co Ltd/The,5.560597897,1.30E+11,2.173913043,Transportation Services,Industrial Goods & Services,0.685815871,15.37497425
7416 JT Equity,Haruyama Holdings Inc,4.931100845,17259876352,,Apparel Retailers,Retail,0.473201901,15.36993504
6419 JT Equity,Mars Engineering Corp,17.20517731,54050881536,2.942412778,Gambling,Travel & Leisure,0.767739952,15.35829544
3950 JT Equity,Pack Corp/The,8.053104401,80993001472,1.228501229,Containers & Packaging,Industrial Goods & Services,1.4944942,15.3274889
5938 JT Equity,LIXIL Group Corp,3.780409098,7.61E+11,2.467105263,Building Materials & Fixtures,Construction & Materials,1.136390209,15.3225174
9306 JT Equity,Toyo Logistics Co Ltd,3.394747972,14668207104,,Business Support Services,Industrial Goods & Services,0.758879781,15.30570412
7943 JT Equity,Nichiha Corp,10.85564423,1.55E+11,1.332533013,Building Materials & Fixtures,Construction & Materials,1.974827051,15.29900074
8830 JT Equity,Sumitomo Realty & Development Co Ltd,20.33949089,1.90E+12,0.655395601,Real Estate Holding & Development,Real Estate,1.669395566,15.29506397
6755 JT Equity,Fujitsu General Ltd,10.18634605,2.04E+11,1.284109149,Durable Household Products,Personal & Household Goods,1.980356455,15.29334736
9422 JT Equity,CONEXIO Corp,3.837455988,1.07E+11,2.715121136,Specialty Retailers,Retail,2.935280323,15.28247643
7833 JT Equity,Ifis Japan Ltd,13.89863873,7026012160,,Investment Services,Financial Services,2.132754326,15.27159405
7283 JT Equity,Aisan Industry Co Ltd,4.004044056,74214981632,2.487981309,Auto Parts,Automobiles & Parts,0.860674262,15.26648331
4403 JT Equity,NOF Corp,13.98162746,2.72E+11,1.405750799,Specialty Chemicals,Chemicals,1.610714674,15.26233673
9728 JT Equity,Nippon Kanzai Co Ltd,5.971385002,85819760640,2.015355086,Real Estate Services,Real Estate,1.656992555,15.26102638
9531 JT Equity,Tokyo Gas Co Ltd,3.67749691,1.28E+12,1.964987496,Gas Distribution,Utilities,1.145943999,15.24925041
6678 JT Equity,Techno Medica Co Ltd,16.77477837,17730240512,,Medical Equipment,Health Care,1.390722632,15.2490015
7173 JT Equity,Tokyo TY Financial Group Inc,10.8122139,89406382080,,Banks,Banks,0.376937032,15.244874
7164 JT Equity,Zenkoku Hosho Co Ltd,78.53436279,3.16E+11,1.638827854,Specialty Finance,Financial Services,3.226961374,15.24258614
2281 JT Equity,Prima Meat Packers Ltd,4.283914089,1.50E+11,1.344537815,Food Products,Food & Beverage,1.898478627,15.22128391
4118 JT Equity,Kaneka Corp,6.049374104,3.76E+11,1.675977654,Specialty Chemicals,Chemicals,1.076912642,15.21677494
2053 JT Equity,Chubu Shiryo Co Ltd,2.793270111,66544848896,1.095390233,"Farming, Fishing & Plantations",Food & Beverage,1.332152486,15.21633434
9795 JT Equity,Step Co Ltd,24.46376419,28489029632,1.989467525,Specialized Consumer Services,Retail,1.563362956,15.20733261
4506 JT Equity,Sumitomo Dainippon Pharma Co Ltd,12.8166256,7.62E+11,1.370020919,Pharmaceuticals,Health Care,1.471918106,15.20495701
6136 JT Equity,OSG Corp,15.92123032,2.31E+11,2.021792299,Industrial Machinery,Industrial Goods & Services,1.988999844,15.20324707
8356 JT Equity,Juroku Bank Ltd/The,19.22081947,1.08E+11,,Banks,Banks,0.303958446,15.18600845
8803 JT Equity,Heiwa Real Estate Co Ltd,23.1705265,89173549056,1.527403414,Real Estate Holding & Development,Real Estate,0.856285572,15.16452026
9990 JT Equity,Sac's Bar Holdings Inc,7.868812084,35473559552,2.272727273,Apparel Retailers,Retail,1.289483666,15.15886211
6474 JT Equity,Nachi-Fujikoshi Corp,6.792694092,1.39E+11,1.821989312,Industrial Machinery,Industrial Goods & Services,1.237384319,15.15480709
9466 JT Equity,Aidma Marketing Communication Corp,11.0670023,9423439872,,Media Agencies,Media,2.811005354,15.14164066
7451 JT Equity,Mitsubishi Shokuhin Co Ltd,0.739506006,1.84E+11,1.608832808,Food Products,Food & Beverage,1.085904837,15.13126469
9386 JT Equity,Nippon Concept Corp,15.93870831,19915165696,,Oil Equipment & Services,Oil & Gas,2.370445728,15.10307121
8804 JT Equity,Tokyo Tatemono Co Ltd,16.76398849,3.41E+11,2.057444481,Real Estate Holding & Development,Real Estate,0.989315629,15.100317
8360 JT Equity,Yamanashi Chuo Bank Ltd/The,21.15099907,81510391808,,Banks,Banks,0.352203965,15.09849739
3201 JT Equity,Japan Wool Textile Co Ltd/The,8.06585598,91062239232,,Clothing & Accessories,Personal & Household Goods,0.875902116,15.09028339
4027 JT Equity,Tayca Corp,15.30817699,73106079744,1.055223356,Commodity Chemicals,Chemicals,1.52999866,15.08703041
8125 JT Equity,Wakita & Co Ltd,9.116857529,58992152576,2.645502646,Commercial Vehicles & Trucks,Industrial Goods & Services,0.648662627,15.06456184
1950 JT Equity,Nippon Densetsu Kogyo Co Ltd,8.021956444,1.32E+11,1.393404552,Heavy Construction,Construction & Materials,0.940399051,15.05383778
8309 JT Equity,Sumitomo Mitsui Trust Holdings Inc,25.6012249,1.76E+12,2.895535198,Banks,Banks,0.662752628,15.045434
1909 JT Equity,Nippon Dry-Chemical Co Ltd,4.102984905,8937764864,,Durable Household Products,Personal & Household Goods,0.853586972,15.03564072
4099 JT Equity,Shikoku Chemicals Corp,15.87927341,95554813952,1.357186922,Specialty Chemicals,Chemicals,1.434592366,15.03292179
9409 JT Equity,TV Asahi Holdings Corp,5.839549065,2.59E+11,1.677852349,Broadcasting & Entertainment,Media,0.760007918,15.01921463
1352 JT Equity,Hohsui Corp,1.083227992,9686123520,,Food Retailers & Wholesalers,Retail,1.610166907,15.01298714
3086 JT Equity,J Front Retailing Co Ltd,10.54360867,4.42E+11,2.222220278,Broadline Retailers,Retail,1.081413507,15.01115513
4762 JT Equity,XNET Corp,17.45739365,7394131968,,Computer Services,Technology,1.215815425,15.00670624
9384 JT Equity,Naigai Trans Line Ltd,6.91058588,19716413440,1.736299512,Marine Transportation,Industrial Goods & Services,2.383621931,14.99154091
6420 JT Equity,Fukushima Industries Corp,10.45576382,98194415616,0.786516854,Industrial Machinery,Industrial Goods & Services,1.894230604,14.98013878
3756 JT Equity,Mamezou Holdings Co Ltd,9.592193604,23227590656,1.009251472,Computer Services,Technology,2.93237114,14.97292519
7942 JT Equity,JSP Corp,8.81446743,1.08E+11,1.453488372,Specialty Chemicals,Chemicals,1.323440552,14.94612408
5959 JT Equity,Okabe Co Ltd,7.953278065,56103628800,2.492809204,Building Materials & Fixtures,Construction & Materials,0.92388314,14.91065025
2784 JT Equity,Alfresa Holdings Corp,1.302078962,5.35E+11,1.668129939,Pharmaceuticals,Health Care,1.180244565,14.90155029
2264 JT Equity,Morinaga Milk Industry Co Ltd,3.560309887,2.31E+11,1.3174946,Food Products,Food & Beverage,1.434435368,14.89033318
3688 JT Equity,Voyage Group Inc,6.976178169,15749029888,1.130369254,Media Agencies,Media,2.100895643,14.88669491
8361 JT Equity,Ogaki Kyoritsu Bank Ltd/The,18.18694496,1.12E+11,,Banks,Banks,0.36731106,14.88519669
4185 JT Equity,JSR Corp,8.287272453,5.35E+11,2.251027845,Specialty Chemicals,Chemicals,1.341256857,14.87728119
6103 JT Equity,OKUMA Corp,9.5648489,2.01E+11,1.593959732,Industrial Machinery,Industrial Goods & Services,1.248877883,14.8754549
7981 JT Equity,Takara Standard Co Ltd,6.708934784,1.33E+11,,Durable Household Products,Personal & Household Goods,0.831120372,14.87268543
6454 JT Equity,Max Co Ltd,9.441964149,65934835712,,Industrial Machinery,Industrial Goods & Services,0.928439736,14.87105083
9470 JT Equity,Gakken Holdings Co Ltd,3.310007095,51760521216,1.432958035,Publishing,Media,1.223133206,14.86926651
2169 JT Equity,CDS Co Ltd,12.38262367,10109624320,,Business Support Services,Industrial Goods & Services,1.971896291,14.85506153
7459 JT Equity,Medipal Holdings Corp,1.294042945,5.33E+11,1.606241395,Pharmaceuticals,Health Care,1.039341092,14.8253479
9902 JT Equity,Nichiden Corp,4.855595112,67534548992,,Electronic Equipment,Industrial Goods & Services,0.925985038,14.81585121
8344 JT Equity,Yamagata Bank Ltd/The,23.02086639,83878002688,,Banks,Banks,0.50139761,14.80694485
7182 JT Equity,Japan Post Bank Co Ltd,28.81738091,6.60E+12,3.410641201,Banks,Banks,0.461871386,14.79941082
5912 JT Equity,OSJB Holdings Corp,5.81322813,36141449216,2.033898305,Heavy Construction,Construction & Materials,1.402327418,14.79438305
6262 JT Equity,Pegasus Sewing Machine Manufacturing Co,14.75914764,19043536896,2.868318123,Durable Household Products,Personal & Household Goods,0.901130557,14.74556351
4321 JT Equity,Kenedix Inc,61.58509445,1.54E+11,1.086956522,Asset Managers,Financial Services,1.671187282,14.7402153
6291 JT Equity,Airtech Japan Ltd,6.036427021,7755787776,,Industrial Machinery,Industrial Goods & Services,0.795476496,14.73829174
6340 JT Equity,Shibuya Corp,9.336331367,1.09E+11,1.034928849,Industrial Machinery,Industrial Goods & Services,1.967221856,14.72549248
3526 JT Equity,Ashimori Industry Co Ltd,3.000138998,14585109504,,Auto Parts,Automobiles & Parts,0.999426961,14.72512722
4722 JT Equity,Future Corp,12.29314613,58579054592,,Computer Services,Technology,2.289187431,14.71680069
1944 JT Equity,Kinden Corp,7.630700111,3.95E+11,1.520176893,Heavy Construction,Construction & Materials,0.939942777,14.70253563
4091 JT Equity,Taiyo Nippon Sanso Corp,8.643433571,7.16E+11,1.3452237,Specialty Chemicals,Chemicals,1.820642114,14.70222187
6638 JT Equity,MIMAKI ENGINEERING CO LTD,4.240460873,27201959936,1.177856302,Industrial Machinery,Industrial Goods & Services,1.454253316,14.68350029
7205 JT Equity,Hino Motors Ltd,4.227425098,7.86E+11,2.018669614,Commercial Vehicles & Trucks,Industrial Goods & Services,1.562777996,14.68283749
3038 JT Equity,Kobe Bussan Co Ltd,5.807485104,1.67E+11,1.153846154,Food Retailers & Wholesalers,Retail,4.967098236,14.66959572
3546 JT Equity,Daiyu Lic Holdings Co Ltd,2.162914991,15599080448,,Broadline Retailers,Retail,1.239403605,14.63553619
3183 JT Equity,WIN-Partners Co Ltd,5.29513979,44809363456,,Medical Equipment,Health Care,2.47536087,14.60674095
9948 JT Equity,Arcs Co Ltd,2.809583902,1.53E+11,1.824456418,Food Retailers & Wholesalers,Retail,1.114705205,14.60469055
8439 JT Equity,Tokyo Century Corp,47.48952103,6.94E+11,1.679462368,Specialty Finance,Financial Services,1.790362,14.59739494
4956 JT Equity,Konishi Co Ltd,5.633338928,71889338368,1.359003398,Specialty Chemicals,Chemicals,1.175064564,14.58058071
8132 JT Equity,Sinanen Holdings Co Ltd,1.344378948,35160563712,,Exploration & Production,Oil & Gas,0.636485159,14.51890945
3544 JT Equity,Satudora Holdings Co Ltd,1.500386953,10612595712,,Drug Retailers,Retail,1.228520751,14.50797367
6517 JT Equity,Denyo Co Ltd,8.693782806,44644917248,,Industrial Machinery,Industrial Goods & Services,0.775501192,14.49673462
4746 JT Equity,Toukei Computer Co Ltd,19.27713776,29873250304,,Computer Services,Technology,1.357722521,14.48651123
9005 JT Equity,Tokyu Corp,6.978469849,1.07E+12,1.109813084,Travel & Tourism,Travel & Leisure,1.518154502,14.47290516
4362 JT Equity,Nippon Fine Chemical Co Ltd,9.418784142,32020027392,,Commodity Chemicals,Chemicals,0.852205038,14.46252632
5201 JT Equity,Asahi Glass Co Ltd,8.055380821,1.01E+12,2.507308138,Building Materials & Fixtures,Construction & Materials,0.833062828,14.46226215
4041 JT Equity,Nippon Soda Co Ltd,4.170327187,93381918720,2,Commodity Chemicals,Chemicals,0.640527666,14.45957375
4095 JT Equity,Nihon Parkerizing Co Ltd,15.45510101,2.25E+11,,Specialty Chemicals,Chemicals,1.503575325,14.44755077
9536 JT Equity,Saibu Gas Co Ltd,5.725742817,1.00E+11,,Gas Distribution,Utilities,1.383224607,14.445755
9070 JT Equity,Tonami Holdings Co Ltd,4.077795029,57492353024,1.358234295,Transportation Services,Industrial Goods & Services,0.827596366,14.43273735
6902 JT Equity,Denso Corp,7.301527977,4.65E+12,2.2575769,Auto Parts,Automobiles & Parts,1.257364273,14.41503525
8012 JT Equity,Nagase & Co Ltd,2.080610991,2.34E+11,,Specialty Chemicals,Chemicals,0.743942916,14.39862251
1376 JT Equity,Kaneko Seeds Co Ltd,3.484324932,19024564224,1.608910891,"Farming, Fishing & Plantations",Food & Beverage,1.057148337,14.36572075
9719 JT Equity,SCSK Corp,10.23798847,4.85E+11,2.055133116,Software,Technology,2.647766829,14.35480404
8345 JT Equity,Bank of Iwate Ltd/The,19.86055756,81852702720,,Banks,Banks,0.381709218,14.35397339
9369 JT Equity,KRS Corp,3.062822104,36030590976,1.583391977,Trucking,Industrial Goods & Services,1.040800691,14.35063648
3252 JT Equity,Nippon Commercial Development Co Ltd,18.19896507,31389157376,3.1303358,Real Estate Holding & Development,Real Estate,1.860993385,14.32741928
1301 JT Equity,Kyokuyo Co Ltd,1.573801041,41090342912,1.595744681,Food Products,Food & Beverage,1.421507597,14.32708454
9658 JT Equity,Business Brain Showa-Ota Inc,3.550195932,18703998976,,Computer Services,Technology,1.790998816,14.32246971
9930 JT Equity,Kitazawa Sangyo Co Ltd,1.805866003,6883476480,,Durable Household Products,Personal & Household Goods,0.587744594,14.32110977
6958 JT Equity,CMK Corp,3.518640995,52718297088,0.917065771,Electrical Components & Equipment,Industrial Goods & Services,0.964647949,14.30624962
9831 JT Equity,Yamada Denki Co Ltd,3.703962088,6.34E+11,2.549893391,Specialty Retailers,Retail,0.892328203,14.29505348
5819 JT Equity,Canare Electric Co Ltd,13.93919945,16171566080,,Electrical Components & Equipment,Industrial Goods & Services,1.217457056,14.29370117
9824 JT Equity,Senshu Electric Co Ltd,4.271839142,35477999616,,Electrical Components & Equipment,Industrial Goods & Services,0.887864113,14.28509331
4975 JT Equity,JCU Corp,26.49605751,69802442752,1.694577352,Specialty Chemicals,Chemicals,3.228859901,14.25283432
7867 JT Equity,Tomy Co Ltd,4.618844032,1.04E+11,1.221091564,Toys,Personal & Household Goods,1.66723597,14.24805546
9934 JT Equity,Inaba Denki Sangyo Co Ltd,5.128470898,1.31E+11,2.564102564,Electrical Components & Equipment,Industrial Goods & Services,1.113997936,14.24223995
6877 JT Equity,Obara Group Inc,19.37639618,1.29E+11,,Industrial Machinery,Industrial Goods & Services,2.445309162,14.22402859
9729 JT Equity,Tokai Corp/Gifu,7.117584229,80480321536,1.240483688,Health Care Providers,Health Care,1.333218813,14.2120676
2217 JT Equity,Morozoff Ltd,8.127457619,24106815488,1.522070015,Food Products,Food & Beverage,1.49619174,14.20024776
4979 JT Equity,Oat Agrio Co Ltd,13.33049965,20926078976,,Specialty Chemicals,Chemicals,3.459337234,14.19931602
4212 JT Equity,Sekisui Jushi Corp,14.60501862,1.08E+11,1.846965699,Building Materials & Fixtures,Construction & Materials,1.088261366,14.19652939
8041 JT Equity,OUG Holdings Inc,0.825528026,14929191936,,Food Retailers & Wholesalers,Retail,0.678592563,14.18005085
1951 JT Equity,Kyowa Exeo Corp,6.985024929,3.26E+11,1.885517358,Heavy Construction,Construction & Materials,1.584223628,14.17872143
4061 JT Equity,Denka Co Ltd,7.126489162,3.35E+11,2.78354035,Commodity Chemicals,Chemicals,1.405993581,14.17603016
1865 JT Equity,Asunaro Aoki Construction Co Ltd,5.410519123,58154401792,,Heavy Construction,Construction & Materials,0.855001509,14.17458916
